,Company Name,Governance Score 2020-21,Governance Score 2022-23,Governance Score 2023-24,Classification 2020-21,Classification 2022-23,Classification 2023-24,Change Classification,Stock Performance 2019-20,Stock Performance 2020-21,Stock Performance 2021-22,Stock Performance 2022-23,Stock Performance 2023-24,Stock Performance 2019-2024,Stock Performance 2015-2024,All Time Performance,Comparison 2019-20,Comparison 2020-21,Comparison 2021-22,Comparison 2022-23,Comparison 2023-24,Comparison 2019-2024,Comparison 2015-2024,All Time Comparison,Average Classification,Short Term Performance,Long Term Performance,Company Name Original,Ticker,Macro-Economic Sector,Sector,Industry,Basic Industry
506,sonablwprecisionforgingsltd,,79.9,16.4,,Adequate,Weak,Demoted,Data Not Available,Data Not Available,88.33%,-38.44%,73.43%,97.58%,97.58%,97.58%,Data Not Available,Data Not Available,Better,Worse,Better,Better,Worse,Data Not Available,Below Average,Better,Worse,sona blw precision forgings limited,SONACOMS,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
507,sonatasoftwareltd,,81.9,33.6,,Strong,Strong,Constant,-46.13%,214.89%,60.18%,47.68%,82.52%,584.79%,1610.28%,25477.38%,Worse,Better,Better,Better,Better,Better,Better,Data Not Available,Strong,Better,Better,sonata software limited,SONATSOFTW,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
508,srfltd,,71.6,13.6,,Weak,Weak,Constant,13.86%,102.38%,154.51%,-7.14%,9.33%,431.34%,1360.10%,90495.76%,Better,Better,Better,Worse,Worse,Better,Better,Data Not Available,Weak,Better,Better,srf limited,SRF,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
509,starhealthandalliedinsurancecompanyltd,,78.5,30.5,,Below Average,Strong,Improved,Data Not Available,Data Not Available,-21.66%,-20.97%,-1.85%,-40.07%,-40.07%,-40.07%,Data Not Available,Data Not Available,Worse,Worse,Worse,Worse,Worse,Data Not Available,Adequate,Worse,Worse,star health and allied insurance company limited,STARHEALTH,Financial Services,Financial Services,Insurance,General Insurance
510,statebankofindia,,75.0,22.3,,Weak,Adequate,Improved,-33.95%,100.61%,35.72%,8.42%,46.97%,163.76%,196.20%,5962.48%,Worse,Better,Better,Better,Better,Better,Better,Data Not Available,Below Average,Better,Better,state bank of india,SBIN,Financial Services,Financial Services,Banks,Public Sector Bank
511,steelauthorityofindialtd,,77.2,15.6,,Below Average,Weak,Constant,-54.79%,248.84%,44.52%,-11.09%,58.08%,203.97%,126.69%,718.05%,Worse,Better,Better,Worse,Better,Better,Worse,Data Not Available,Below Average,Better,Worse,steel authority of india limited,SAIL,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel
512,sterlingandwilsonrenewableenergyltd,,76.8,26.6,,Below Average,Adequate,Constant,-89.11%,172.91%,20.04%,-10.19%,63.90%,-25.99%,-25.99%,-25.99%,Worse,Better,Better,Worse,Better,Worse,Worse,Data Not Available,Below Average,Better,Worse,sterling and wilson renewable energy limited,SWSOLAR,Industrials,Construction,Construction,Civil Construction
513,sterlitetechnologiesltd,,82.5,21.6,,Strong,Adequate,Constant,-70.74%,211.92%,10.27%,-29.23%,-30.18%,-47.25%,114.84%,-30.11%,Worse,Better,Worse,Worse,Worse,Worse,Worse,Data Not Available,Strong,Worse,Worse,sterlite technologies limited,STLTECH,Telecommunication,Telecommunication,Telecom - Equipment & Accessories,Telecom - Equipment & Accessories
514,sumitomochemicalindialtd,,77.7,16.9,,Below Average,Weak,Constant,-7.97%,82.69%,59.34%,5.37%,-17.80%,77.16%,77.16%,77.16%,Better,Worse,Better,Better,Worse,Worse,Worse,Data Not Available,Below Average,Better,Worse,sumitomo chemical india limited,SUMICHEM,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
515,sunpharmaadvancedresearchcompanyltd,,76.1,34.5,,Below Average,Strong,Improved,-49.62%,63.20%,90.35%,-38.77%,125.54%,92.37%,-23.06%,25.07%,Worse,Worse,Better,Worse,Better,Worse,Worse,Data Not Available,Adequate,Worse,Worse,sun pharma advanced research company limited,SPARC,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
516,sunpharmaceuticalindustriesltd,,68.3,19.1,,Weak,Below Average,Constant,-24.53%,86.19%,56.41%,8.75%,71.05%,261.70%,69.53%,114458.14%,Better,Worse,Better,Better,Better,Better,Worse,Data Not Available,Below Average,Better,Worse,sun pharmaceutical industries limited,SUNPHARMA,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
517,sundaramfinanceltd,,80.2,27.5,,Adequate,Adequate,Constant,-23.58%,138.10%,-20.39%,24.75%,86.17%,172.44%,256.69%,24249.99%,Better,Better,Worse,Better,Better,Better,Better,Data Not Available,Adequate,Better,Better,sundaram finance limited,SUNDARMFIN,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
518,sundramfastenersltd,,79.0,17.4,,Adequate,Weak,Demoted,-45.99%,216.52%,21.85%,10.93%,12.16%,106.44%,610.13%,9863.98%,Worse,Better,Better,Better,Worse,Better,Better,Data Not Available,Below Average,Better,Better,sundram fasteners limited,SUNDRMFAST,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
519,suprajitengineeringltd,,71.5,18.9,,Weak,Weak,Constant,-50.48%,135.75%,18.92%,5.60%,17.13%,85.03%,257.25%,6705.71%,Worse,Better,Better,Better,Worse,Worse,Better,Data Not Available,Weak,Better,Better,suprajit engineering limited,SUPRAJIT,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
520,supremeindustriesltd,,83.3,19.6,,Strong,Below Average,Demoted,-17.50%,142.99%,3.64%,24.54%,65.94%,316.80%,558.21%,185693.46%,Better,Better,Worse,Better,Better,Better,Better,Data Not Available,Adequate,Better,Better,supreme industries limited,SUPREMEIND,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
521,suryodaysmallfinancebankltd,,83.9,30.0,,Strong,Strong,Constant,Data Not Available,-1.48%,-68.41%,-14.69%,70.81%,-42.08%,-42.08%,-42.08%,Data Not Available,Worse,Worse,Worse,Better,Worse,Worse,Data Not Available,Strong,Worse,Worse,suryoday small finance bank limited,SURYODAY,Financial Services,Financial Services,Banks,Other Bank
522,suvenpharmaceuticalsltd,,76.6,18.9,,Below Average,Weak,Constant,-40.35%,354.61%,29.79%,-8.36%,44.34%,309.91%,309.91%,309.91%,Worse,Better,Better,Worse,Better,Better,Better,Data Not Available,Below Average,Better,Better,suven pharmaceuticals limited,SUVENPHAR,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
523,suzlonenergyltd,,74.5,18.7,,Weak,Weak,Constant,-70.90%,170.27%,64.86%,-10.38%,417.95%,556.69%,61.17%,-67.78%,Worse,Better,Better,Worse,Better,Better,Worse,Data Not Available,Weak,Better,Worse,suzlon energy limited,SUZLON,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
524,symphonyltd,,83.7,31.5,,Strong,Strong,Constant,-39.74%,66.67%,-12.70%,-8.64%,-23.90%,-32.25%,-20.04%,717.73%,Worse,Worse,Worse,Worse,Worse,Worse,Worse,Data Not Available,Strong,Worse,Worse,symphony limited,SYMPHONY,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances
525,syngeneinternationalltd,,88.2,34.3,,Strong,Strong,Constant,-16.37%,144.03%,19.35%,1.90%,21.54%,145.11%,356.86%,356.86%,Better,Better,Better,Better,Worse,Better,Better,Data Not Available,Strong,Better,Better,syngene international limited,SYNGENE,Healthcare,Healthcare,Healthcare Services,Healthcare Research Analytics & Technology
526,syrmasgstechnologyltd,,81.7,23.0,,Strong,Adequate,Constant,Data Not Available,Data Not Available,Data Not Available,-15.44%,76.18%,50.30%,50.30%,50.30%,Data Not Available,Data Not Available,Data Not Available,Worse,Better,Worse,Worse,Data Not Available,Strong,Better,Worse,syrma sgs technology limited,SYRMA,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
527,tamilnadmercantilebankltd,,81.9,20.1,,Strong,Below Average,Demoted,Data Not Available,Data Not Available,Data Not Available,-19.14%,17.72%,-2.76%,-2.76%,-2.76%,Data Not Available,Data Not Available,Data Not Available,Worse,Worse,Worse,Worse,Data Not Available,Adequate,Worse,Worse,tamilnad mercantile bank limited,TMB,Financial Services,Financial Services,Banks,Private Sector Bank
528,tanlaplatformsltd,,87.3,29.8,,Strong,Strong,Constant,32.70%,1949.18%,72.02%,-63.89%,46.96%,2203.20%,5157.15%,372.07%,Better,Better,Better,Worse,Better,Better,Better,Data Not Available,Strong,Better,Better,tanla platforms limited,TANLA,Information Technology,Information Technology,IT - Software,Software Products
529,tatachemicalsltd,,87.8,19.6,,Strong,Below Average,Demoted,-8.72%,288.18%,29.30%,4.98%,15.42%,378.41%,660.47%,12515.70%,Better,Better,Better,Better,Worse,Better,Better,Data Not Available,Adequate,Better,Better,tata chemicals limited,TATACHEM,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
530,tatacommunicationsltd,,81.5,32.6,,Adequate,Strong,Constant,-36.46%,355.72%,7.00%,10.91%,67.88%,476.32%,763.43%,3843.75%,Worse,Better,Worse,Better,Better,Better,Better,Data Not Available,Strong,Better,Better,tata communications limited,TATACOMM,Telecommunication,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services
531,tataconsultancyservicesltd,,77.4,28.7,,Below Average,Adequate,Constant,-5.27%,92.49%,20.79%,-8.73%,26.96%,115.95%,254.27%,13684.22%,Better,Better,Better,Worse,Worse,Better,Better,Data Not Available,Below Average,Better,Better,tata consultancy services limited,TCS,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
532,tataconsumerproductsltd,,83.7,21.1,,Strong,Below Average,Demoted,52.28%,184.15%,26.00%,-4.45%,58.12%,484.60%,735.22%,6540.30%,Better,Better,Better,Worse,Better,Better,Better,Data Not Available,Adequate,Better,Better,tata consumer products limited,TATACONSUM,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee
533,tataelxsiltd,,83.0,34.9,,Strong,Strong,Constant,-34.84%,403.60%,226.76%,-19.10%,28.84%,736.95%,1450.19%,20959.08%,Worse,Better,Better,Worse,Worse,Better,Better,Data Not Available,Strong,Worse,Better,tata elxsi limited,TATAELXSI,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
534,tatainvestmentcorporationltd,,79.3,25.9,,Adequate,Adequate,Constant,-18.80%,76.33%,36.17%,33.54%,228.37%,745.92%,1284.88%,13799.07%,Better,Worse,Better,Better,Better,Better,Better,Data Not Available,Adequate,Better,Better,tata investment corporation limited,TATAINVEST,Financial Services,Financial Services,Finance,Investment Company
535,tatapowercompanyltd,,85.2,20.2,,Strong,Below Average,Demoted,-53.84%,223.94%,130.67%,-15.87%,96.67%,488.92%,481.31%,6245.84%,Worse,Better,Better,Worse,Better,Better,Better,Data Not Available,Adequate,Better,Better,tata power company limited,TATAPOWER,Utilities,Power,Power,Integrated Power Utilities
536,tatasteelltd,,78.5,19.8,,Below Average,Below Average,Constant,-46.63%,207.17%,79.75%,-15.47%,53.64%,252.17%,530.49%,2835.77%,Worse,Better,Better,Worse,Better,Better,Better,Data Not Available,Below Average,Better,Better,tata steel limited,TATASTEEL,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel
537,tatateleservicesmaharashtraltd,,73.3,30.3,,Weak,Strong,Improved,-41.21%,605.00%,1112.36%,-59.80%,30.63%,2316.78%,885.18%,669.09%,Worse,Better,Better,Worse,Worse,Better,Better,Data Not Available,Below Average,Worse,Better,tata teleservices maharashtra limited,TTML,Telecommunication,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services
538,tciexpressltd,,81.1,31.8,,Adequate,Strong,Constant,-24.74%,76.64%,93.64%,-14.18%,-29.97%,43.47%,201.75%,201.75%,Better,Worse,Better,Worse,Worse,Worse,Better,Data Not Available,Strong,Worse,Better,tci express limited,TCIEXP,Services,Services,Transport Services,Logistics Solution Provider
539,teamleaseservicesltd,,93.5,36.1,,Strong,Strong,Constant,-45.77%,132.98%,24.03%,-42.85%,20.73%,-8.65%,167.94%,167.94%,Worse,Better,Better,Worse,Worse,Worse,Better,Data Not Available,Strong,Worse,Better,teamlease services limited,TEAMLEASE,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
540,techmahindraltd,,85.3,31.1,,Strong,Strong,Constant,-25.75%,109.06%,51.39%,-23.14%,18.16%,84.44%,137.46%,1083.14%,Worse,Better,Better,Worse,Worse,Worse,Worse,Data Not Available,Strong,Worse,Worse,tech mahindra limited,TECHM,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
541,tejasnetworksltd,,78.3,24.0,,Below Average,Adequate,Constant,-80.66%,364.77%,144.14%,47.13%,12.77%,298.05%,150.92%,150.92%,Worse,Better,Better,Better,Worse,Better,Worse,Data Not Available,Below Average,Better,Worse,tejas networks limited,TEJASNET,Telecommunication,Telecommunication,Telecom - Equipment & Accessories,Telecom - Equipment & Accessories
542,theanupengineeringltd,,76.2,20.3,,Below Average,Below Average,Constant,-42.69%,114.97%,35.90%,18.24%,220.99%,475.87%,603.66%,603.66%,Worse,Better,Better,Better,Better,Better,Better,Data Not Available,Below Average,Better,Better,the anup engineering limited,ANUP,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
543,thefederalbankltd,,88.0,31.5,,Strong,Strong,Constant,-54.02%,89.03%,27.27%,38.32%,17.49%,73.93%,142.89%,6125.58%,Worse,Worse,Better,Better,Worse,Worse,Worse,Data Not Available,Strong,Worse,Worse,the federal bank limited,FEDERALBNK,Financial Services,Financial Services,Banks,Private Sector Bank
544,thegreateasternshippingcompanyltd,,74.9,27.8,,Weak,Adequate,Improved,-24.83%,79.79%,17.28%,98.56%,71.99%,318.22%,298.56%,6094.46%,Worse,Worse,Worse,Better,Better,Better,Better,Data Not Available,Below Average,Worse,Better,the great eastern shipping company limited,GESHIP,Services,Services,Transport Services,Shipping
545,theindiacementsltd,,75.5,20.9,,Weak,Below Average,Constant,7.35%,89.99%,27.33%,-11.51%,17.84%,118.51%,142.18%,2.68%,Better,Worse,Better,Worse,Worse,Better,Worse,Data Not Available,Below Average,Worse,Worse,the india cements limited,INDIACEM,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
546,theindianhotelscompanyltd,,82.5,37.8,,Strong,Strong,Constant,-49.21%,49.44%,114.70%,57.74%,86.47%,318.60%,536.35%,4774.48%,Worse,Worse,Better,Better,Better,Better,Better,Data Not Available,Strong,Better,Better,the indian hotels company limited,INDHOTEL,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
547,karurvysyabankltd,,80.1,28.7,,Adequate,Adequate,Constant,-70.79%,140.69%,-15.66%,133.13%,90.64%,180.73%,118.04%,13106.55%,Worse,Better,Worse,Better,Better,Better,Worse,Data Not Available,Adequate,Better,Worse,karur vysya bank limited,KARURVYSYA,Financial Services,Financial Services,Banks,Private Sector Bank
548,thenewindiaassurancecompanyltd,,70.5,28.2,,Weak,Adequate,Improved,-38.43%,93.30%,-33.97%,-17.22%,120.38%,26.76%,-34.69%,-34.69%,Worse,Better,Worse,Worse,Better,Worse,Worse,Data Not Available,Below Average,Worse,Worse,the new india assurance company limited,NIACL,Financial Services,Financial Services,Insurance,General Insurance
549,thephoenixmillsltd,,77.8,21.6,,Below Average,Adequate,Constant,-13.24%,33.51%,43.07%,26.04%,110.86%,325.76%,702.66%,835.08%,Better,Worse,Better,Better,Better,Better,Better,Data Not Available,Below Average,Better,Better,the phoenix mills limited,PHOENIXLTD,Consumer Discretionary,Realty,Realty,Residential Commercial Projects
550,theramcocementsltd,,78.3,18.2,,Below Average,Weak,Constant,-27.09%,101.28%,-21.19%,2.38%,11.97%,16.33%,178.95%,5667.43%,Worse,Better,Worse,Better,Worse,Worse,Better,Data Not Available,Below Average,Worse,Better,the ramco cements limited,RAMCOCEM,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
551,thermaxltd,,78.2,20.8,,Below Average,Below Average,Constant,-24.08%,98.24%,44.11%,11.43%,84.55%,335.66%,291.78%,475916.46%,Better,Better,Better,Better,Better,Better,Better,Data Not Available,Below Average,Better,Better,thermax limited,THERMAX,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
552,timkenindialtd,,76.9,20.2,,Below Average,Below Average,Constant,33.18%,87.61%,70.05%,23.92%,3.43%,422.73%,436.11%,10508.38%,Better,Worse,Better,Better,Worse,Better,Better,Data Not Available,Below Average,Better,Better,timken india limited,TIMKEN,Industrials,Capital Goods,Industrial Products,Abrasives & Bearings
553,titancompanyltd,,81.0,19.3,,Adequate,Below Average,Constant,-14.93%,95.27%,74.09%,-6.78%,51.71%,250.92%,912.13%,73180.56%,Better,Better,Better,Worse,Better,Better,Better,Data Not Available,Below Average,Better,Better,titan company limited,TITAN,Consumer Discretionary,Consumer Durables,Consumer Durables,Gems Jewellery And Watches
554,torrentpharmaceuticalsltd,,82.0,22.4,,Strong,Adequate,Constant,6.54%,42.79%,15.67%,12.86%,73.84%,195.25%,414.72%,29641.48%,Better,Worse,Worse,Better,Better,Better,Better,Data Not Available,Strong,Better,Better,torrent pharmaceuticals limited,TORNTPHARM,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
555,torrentpowerltd,,80.9,17.8,,Adequate,Weak,Demoted,15.75%,72.71%,18.55%,8.57%,165.82%,515.05%,908.61%,2532.73%,Better,Worse,Worse,Better,Better,Better,Better,Data Not Available,Below Average,Better,Better,torrent power limited,TORNTPOWER,Utilities,Power,Power,Integrated Power Utilities
556,zentechnologiesltd,,74.4,24.8,,Weak,Adequate,Improved,-69.69%,187.74%,143.90%,66.57%,207.43%,1183.82%,1679.47%,1679.47%,Worse,Better,Better,Better,Better,Better,Better,Data Not Available,Below Average,Better,Better,zen technologies limited,ZENTEC,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
557,transportcorporationofindialtd,,77.2,35.8,,Below Average,Strong,Improved,-35.42%,90.15%,133.60%,11.59%,29.89%,187.82%,612.35%,965193.94%,Worse,Worse,Better,Better,Worse,Better,Better,Data Not Available,Adequate,Worse,Better,transport corporation of india limited,TCI,Services,Services,Transport Services,Logistics Solution Provider
558,trentltd,,77.4,34.7,,Below Average,Strong,Improved,33.83%,86.13%,59.63%,7.57%,199.18%,996.88%,2664.50%,37333.02%,Better,Worse,Better,Better,Better,Better,Better,Data Not Available,Adequate,Better,Better,trent limited,TRENT,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail
559,tridentltd,,76.6,24.5,,Below Average,Adequate,Constant,-31.88%,325.76%,278.19%,-46.61%,36.12%,516.82%,2173.73%,5214.88%,Worse,Better,Better,Worse,Better,Better,Better,Data Not Available,Below Average,Better,Better,trident limited,TRIDENT,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
560,triveniengineeringandindustriesltd,,80.4,21.6,,Adequate,Adequate,Constant,-35.54%,140.06%,275.26%,-15.51%,15.71%,474.74%,1693.41%,934.15%,Worse,Better,Better,Worse,Worse,Better,Better,Data Not Available,Adequate,Worse,Better,triveni engineering and industries limited,TRIVENI,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
561,triveniturbineltd,,79.0,17.6,,Adequate,Weak,Demoted,-45.96%,107.33%,99.53%,76.53%,82.33%,404.20%,315.71%,1468.17%,Worse,Better,Better,Better,Better,Better,Better,Data Not Available,Below Average,Better,Better,triveni turbine limited,TRITURBINE,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
562,ttkprestigeltd,,73.8,18.1,,Weak,Weak,Constant,-24.71%,77.66%,15.14%,-17.31%,-2.90%,6.48%,145.41%,56568.32%,Better,Worse,Worse,Worse,Worse,Worse,Worse,Data Not Available,Weak,Worse,Worse,ttk prestige limited,TTKPRESTIG,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances
563,tubeinvestmentsofindialtd,,81.2,22.0,,Adequate,Adequate,Constant,-23.41%,245.37%,43.20%,61.95%,50.28%,952.19%,1343.14%,1343.14%,Better,Better,Better,Better,Better,Better,Better,Data Not Available,Adequate,Better,Better,tube investments of india limited,TIINDIA,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
564,tvsholdingsltd,,74.9,20.8,,Weak,Below Average,Constant,-46.92%,173.37%,16.30%,6.54%,99.27%,254.53%,515.09%,13226.72%,Worse,Better,Worse,Better,Better,Better,Better,Data Not Available,Below Average,Better,Better,tvs holdings limited,TVSHLTD,Financial Services,Financial Services,Finance,Investment Company
565,tvsmotorcompanyltd,,80.1,21.8,,Adequate,Adequate,Constant,-35.48%,77.58%,8.77%,78.94%,104.96%,376.36%,757.17%,23134.16%,Worse,Worse,Worse,Better,Better,Better,Better,Data Not Available,Adequate,Worse,Better,tvs motor company limited,TVSMOTOR,Consumer Discretionary,Automobile and Auto Components,Automobiles,2/3 Wheelers
566,ucobank,,75.7,16.0,,Weak,Weak,Constant,-51.08%,19.57%,-5.20%,104.20%,110.06%,182.16%,-17.24%,276.68%,Worse,Worse,Worse,Better,Better,Better,Worse,Data Not Available,Weak,Worse,Worse,uco bank,UCOBANK,Financial Services,Financial Services,Banks,Public Sector Bank
567,ujjivansmallfinancebankltd,,87.0,31.2,,Strong,Strong,Constant,-51.21%,20.08%,-53.97%,55.54%,84.91%,-17.55%,-17.55%,-17.55%,Worse,Worse,Worse,Better,Better,Worse,Worse,Data Not Available,Strong,Worse,Worse,ujjivan small finance bank limited,UJJIVANSFB,Financial Services,Financial Services,Banks,Other Bank
568,ultratechcementltd,,78.9,22.1,,Adequate,Adequate,Constant,-17.22%,121.26%,-1.39%,23.82%,33.20%,153.32%,255.72%,3330.49%,Better,Better,Worse,Better,Worse,Better,Better,Data Not Available,Adequate,Better,Better,ultratech cement limited,ULTRACEMCO,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
569,unionbankofindia,,78.7,18.0,,Adequate,Weak,Demoted,-66.95%,31.98%,12.34%,76.95%,144.29%,92.84%,6.93%,1550.08%,Worse,Worse,Worse,Better,Better,Worse,Worse,Data Not Available,Below Average,Worse,Worse,union bank of india,UNIONBANK,Financial Services,Financial Services,Banks,Public Sector Bank
570,unitedbreweriesltd,,78.6,16.5,,Adequate,Weak,Demoted,-32.72%,55.10%,19.04%,-0.83%,21.31%,28.94%,83.49%,1058.47%,Worse,Worse,Better,Worse,Worse,Worse,Worse,Data Not Available,Below Average,Worse,Worse,united breweries limited,UBL,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries
571,unitedspiritsltd,,82.8,18.5,,Strong,Weak,Demoted,-14.25%,24.16%,63.68%,-16.43%,47.86%,101.49%,58.43%,12175.59%,Better,Worse,Better,Worse,Better,Better,Worse,Data Not Available,Below Average,Better,Worse,united spirits limited,,,,,
572,unomindaltd,,75.0,18.5,,Weak,Weak,Constant,-29.84%,154.63%,67.24%,-4.28%,52.17%,304.72%,3668.75%,13221.03%,Worse,Better,Better,Worse,Better,Better,Better,Data Not Available,Weak,Better,Better,uno minda limited,UNOMINDA,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
573,uplltd,,79.5,19.5,,Adequate,Below Average,Constant,-47.21%,155.16%,24.01%,-6.22%,-34.55%,-22.15%,80.22%,2653.58%,Worse,Better,Better,Worse,Worse,Worse,Worse,Data Not Available,Below Average,Worse,Worse,upl limited,UPL,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
574,ushamartinltd,,80.8,16.2,,Adequate,Weak,Demoted,-58.71%,162.30%,297.93%,89.53%,51.26%,740.87%,1162.93%,12087.91%,Worse,Better,Better,Better,Better,Better,Better,Data Not Available,Below Average,Better,Better,usha martin limited,USHAMART,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
575,utiassetmanagementcompanyltd,,88.5,36.3,,Strong,Strong,Constant,Data Not Available,14.97%,81.89%,-30.16%,23.73%,73.54%,73.54%,73.54%,Data Not Available,Worse,Better,Worse,Worse,Worse,Worse,Data Not Available,Strong,Worse,Worse,uti asset management company limited,UTIAMC,Financial Services,Financial Services,Capital Markets,Asset Management Company
576,v-guardindustriesltd,,78.1,18.2,,Below Average,Weak,Constant,-28.33%,61.87%,-7.26%,16.82%,33.98%,55.35%,425.48%,7330.73%,Worse,Worse,Worse,Better,Worse,Worse,Better,Data Not Available,Below Average,Worse,Better,v-guard industries limited,VGUARD,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances
577,v-martretailltd,,85.0,35.8,,Strong,Strong,Constant,-45.12%,104.90%,42.03%,-43.57%,-5.75%,-16.81%,313.07%,976.01%,Worse,Better,Better,Worse,Worse,Worse,Better,Data Not Available,Strong,Worse,Better,v-mart retail limited,VMART,Consumer Discretionary,Consumer Services,Retailing,Diversified Retail
578,vardhmantextilesltd,,73.0,24.1,,Weak,Adequate,Improved,-41.27%,55.96%,79.07%,-43.61%,52.36%,115.29%,359.72%,10646.52%,Worse,Worse,Better,Worse,Better,Better,Better,Data Not Available,Below Average,Worse,Better,vardhman textiles limited,VTL,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
579,varunbeveragesltd,,74.8,17.2,,Weak,Weak,Constant,-1.65%,71.62%,41.68%,121.11%,108.66%,1082.25%,2002.82%,2002.82%,Better,Worse,Better,Better,Better,Better,Better,Data Not Available,Weak,Better,Better,varun beverages limited,VBL,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Other Beverages
580,vedantfashionsltd,,82.1,23.5,,Strong,Adequate,Constant,Data Not Available,Data Not Available,3.58%,25.37%,-18.15%,0.35%,0.35%,0.35%,Data Not Available,Data Not Available,Worse,Better,Worse,Worse,Worse,Data Not Available,Strong,Worse,Worse,vedant fashions limited,MANYAVAR,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail
581,vedantaltd,,62.3,20.3,,Weak,Below Average,Constant,-61.54%,302.42%,106.32%,-11.34%,14.73%,215.23%,281.37%,9266.22%,Worse,Better,Better,Worse,Worse,Better,Better,Data Not Available,Below Average,Worse,Better,vedanta limited,VEDL,Commodities,Metals & Mining,Diversified Metals,Diversified Metals
582,vesuviusindialtd,,72.8,21.8,,Weak,Adequate,Improved,-30.73%,14.61%,9.30%,60.59%,107.35%,189.75%,411.69%,5974.65%,Worse,Worse,Worse,Better,Better,Better,Better,Data Not Available,Below Average,Worse,Better,vesuvius india limited,VESUVIUS,Industrials,Capital Goods,Industrial Products,Electrodes & Refractories
583,vinatiorganicsltd,,69.7,18.4,,Weak,Weak,Constant,-4.62%,98.99%,39.23%,-7.60%,-14.42%,82.97%,503.70%,10953.32%,Better,Better,Better,Worse,Worse,Worse,Better,Data Not Available,Weak,Better,Better,vinati organics limited,VINATIORGA,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
584,vodafoneidealtd,,79.7,28.3,,Adequate,Adequate,Constant,-84.03%,193.65%,-3.50%,-42.29%,110.32%,-31.76%,-87.03%,-73.96%,Worse,Better,Worse,Worse,Better,Worse,Worse,Data Not Available,Adequate,Worse,Worse,vodafone idea limited,IDEA,Telecommunication,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services
585,voltasltd,,83.2,21.0,,Strong,Below Average,Demoted,-21.92%,106.38%,25.21%,-36.15%,32.60%,84.78%,326.03%,841125.56%,Better,Better,Better,Worse,Worse,Worse,Better,Data Not Available,Adequate,Better,Better,voltas limited,VOLTAS,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances
